,UK_B,US_B,JP_B,GE_B,CNY_FX,EUR_FX,GBP_FX,JPY_FX,GOLDS_C,EPRA_X,MXWD_X,NKY_X,SHCOMP_X,SPX_X,SX5E_X,UKX_X,ETH,LTC,DASH,XRP,BTC
2017-05-17,124.078,113.0518,107.4181,116.5883,0.1456,1.1159,1.297,0.009024,1261.36,2414.77417,457.69,177.85548,451.84439,2357.03,3992.78369,9709.49023,88.34796,25.0,85.18911999999999,0.41566099999999995,1863.33
2017-05-18,124.0699,112.9683,107.3969,116.8862,0.14555,1.1103,1.2938,0.00897,1247.07,2384.824710000001,456.29,176.20853,449.67752,2365.72,3963.32593,9662.88379,97.0,29.44,92.25,0.36800086,1946.0
2017-05-19,123.8393,112.915,107.4826,116.7389,0.14567,1.1206,1.3036,0.008989,1255.93,2390.74463,459.64,175.78072,450.20773,2381.73,4014.2229,9729.10547,126.0,26.75,98.0,0.31657833,1975.4768
2017-05-22,123.8781,112.7615,107.4078,116.4438,0.14565999999999998,1.1237,1.3,0.008985,1260.63,2422.69067,462.24,177.05848999999995,448.17288,2394.02,4017.87378,9754.9873,139.35,23.4,112.0,0.28170700000000004,1990.0
2017-05-23,124.0456,112.3886,107.4401,116.3315,0.14557,1.1183,1.2961,0.008945999999999999,1251.22,2399.50879,462.66,175.65178999999995,445.89297,2398.42,4023.5576200000014,9715.90625,167.0,29.828823,131.5,0.32033049999999996,2229.7898
2017-05-24,123.9906,112.7352,107.3974,116.3329,0.14558,1.1219,1.2972,0.008969,1258.73,2408.49023,462.93,176.2294,445.83295,2404.39,4009.12378,9718.26855,189.7,32.69,141.5,0.291551,2357.2148
2017-05-25,124.3697,112.7523,107.4296,116.7323,0.14579,1.121,1.2942,0.008941,1255.67,2417.43408,464.88,177.31458,453.5589,2415.07,4021.14819,9742.2002,169.15196,27.296740000000003,118.6041,0.23950300000000002,2251.8464
2017-05-26,124.6678,112.7994,107.5047,117.1223,0.14584,1.1183,1.2804,0.008981999999999999,1266.76,2411.62769,464.5,176.78555,453.48035,2415.82,4000.27075,9657.94727,152.4853,24.216488000000002,106.3881,0.248023,2100.0
2017-05-29,124.6713,112.8065,107.5049,117.5257,0.1459,1.1164,1.284,0.008988,1268.1,2410.6228,464.29,176.8425,,,3999.11865,,188.8,24.630287,112.555,0.22479995,2187.0
2017-05-30,124.5685,113.1649,107.5371,117.4921,0.14602,1.1186,1.2859,0.009022,1263.09,2417.00732,463.73,177.61395,,2412.91,3979.66333,9667.0498,221.0,23.2629,115.21131000000001,0.19958974,2099.0
2017-05-31,124.3835,113.2223,107.4515,117.5278,0.14662999999999998,1.1244,1.289,0.009028,1268.92,2428.07983,463.79,177.56004,457.20502,2411.8,3994.29272,9693.21582,218.5,24.787229999999997,136.83,0.23250003,2196.6
2017-06-01,124.058,113.1486,107.4945,117.3905,0.14695,1.1213,1.2882,0.008979000000000001,1265.96,2441.52686,466.4,178.30876,456.07358,2430.06,3998.62939,9720.14746,212.48,25.9,132.2111,0.318,2292.6
2017-06-02,124.2024,113.8021,107.4304,117.7029,0.14708,1.1279,1.2888,0.009057,1279.17,2465.6958,469.35,182.64941,456.02643,2439.07,4047.9812,9724.36621,215.81599999999997,27.090881,139.5,0.289,2386.2
2017-06-05,124.1004,113.5147,107.5055,117.5306,0.14704,1.1254,1.2904,0.009052,1279.8,2454.38062,468.73,182.60745,455.12380999999993,2436.1,4028.06763,9726.29199,242.0,29.550001,141.83,0.28458858,2614.0
2017-06-06,124.8215,113.9271,107.5377,117.8898,0.14745999999999998,1.1277,1.2911,0.00914,1294.39,2449.02734,467.42,182.59825,457.27768,2429.33,4005.56079,9695.14551,260.54205,29.3,141.70143000000002,0.278391,2834.5603
2017-06-07,124.8723,113.6393,107.5057,117.9023,0.14741,1.1257,1.296,0.009105,1287.15,2465.1311,467.63,182.69147,463.04501,2433.14,3997.76831,9667.6123,251.44342000000003,28.09065,136.8687,0.27180102,2670.0
2017-06-08,124.3325,113.4639,107.3238,117.8453,0.14718,1.1214,1.2956,0.009089,1278.01,2445.12427,467.19,180.82889,463.8436,2433.79,3995.82227,9638.78418,257.27673,30.19,143.57816,0.28552568,2776.0
2017-06-09,124.5008,113.3293,107.3561,117.7421,0.14723,1.1195,1.2746,0.009064,1266.76,2440.74976,466.84,181.13187,465.02451,2431.77,4015.68115,9589.81836,278.84972999999997,29.629799,147.17227,0.28252540000000004,2812.1
2017-06-12,124.7757,113.306,107.3456,117.8473,0.14712999999999998,1.1203,1.2659,0.009095,1266.18,2421.09717,465.48,181.49858,461.93668,2429.39,3968.51514,9502.51563,365.0,27.607772999999998,158.50026,0.23597685,2536.0
2017-06-13,124.3307,113.3533,107.2602,117.7556,0.14724,1.1211,1.2754,0.009086,1266.55,2441.43115,467.69,180.76627,464.16116,2440.35,3985.52588,9558.56055,376.5,29.377245000000002,179.99,0.25808525,2671.0
2017-06-14,125.4925,114.11,107.3031,118.139,0.14736,1.1218,1.2751,0.009126,1260.86,2476.97119,468.27,182.26712,461.69684000000007,2437.92,3998.70215,9563.49512,329.79992999999996,28.107810999999998,150.5,0.2500149,2344.0
2017-06-15,124.25,113.8723,107.4102,117.5024,0.14702,1.1145,1.2758,0.009015,1253.98,2433.6084,464.74,178.74556,460.41595,2432.46,3930.18286,9465.61914,338.0,28.675093,156.15482,0.24298000000000003,2390.0
2017-06-16,124.5359,113.9503,107.389,117.6303,0.1471,1.1198,1.2783,0.009019,1253.73,2456.60083,466.16,179.9446,459.31613,2433.15,3965.24731,9542.13574,344.0,32.26927,157.37157,0.243617,2426.5452
2017-06-19,124.5512,113.5914,107.3998,117.539,0.14693,1.1149,1.2737,0.008967000000000001,1243.84,2443.21851,469.53,180.09288,461.89172,2453.46,3994.45337,9588.34375,355.0,48.0,196.80553999999998,0.267548,2569.561
2017-06-20,124.7317,113.9432,107.3679,117.7248,0.14684,1.1134,1.2629,0.008971999999999999,1243.01,2411.94458,466.29,181.50377,461.15625,2437.03,3961.23413,9434.2959,349.0,45.59795,189.94,0.31133184,2722.0
2017-06-21,124.452,113.9602,107.4001,117.772,0.1467,1.1168,1.2671,0.008978,1246.48,2403.92847,465.63,180.82777,463.07285,2435.61,3962.03394,9428.15723,310.2,43.2,174.11641,0.26200798,2608.3237
2017-06-22,124.5851,114.079,107.3789,117.8888,0.14655,1.1152,1.2682,0.008981999999999999,1250.51,2401.00537,466.09,180.65495,461.52368,2434.5,3966.80591,9423.34863,319.9856,45.707935,179.79259,0.27357152,2678.9478
2017-06-23,124.4354,114.1062,107.4647,117.855,0.14665999999999998,1.1194,1.2718,0.008986,1256.71,2423.32202,466.98,180.88652,463.11951,2438.3,3967.8584,9441.2666,325.8,45.7,186.88393,0.2925,2696.034
2017-06-26,124.5096,114.1945,107.4541,117.8907,0.14653,1.1182,1.2723,0.008939,1244.72,2418.8457,467.9,180.44006,466.65652,2439.07,3984.89697,9474.56348,247.0,37.74742,157.0,0.24475500000000003,2403.0
2017-06-27,123.9373,113.4892,107.5185,116.8195,0.14682,1.1339,1.2814,0.008901000000000001,1247.17,2418.61865,465.64,179.97055,468.81796,2419.38,4002.54761,9502.59863,275.89412999999996,39.3,171.17941000000002,0.25356599999999996,2495.1248
2017-06-28,123.0088,113.3648,107.4008,116.6267,0.14702,1.1378,1.2926,0.008904,1249.27,2412.20435,468.45,179.36746000000005,466.44144000000006,2440.69,4022.91943,9553.16406,312.0,41.0,180.68712,0.261204,2520.0
2017-06-29,122.0111,112.8684,107.3475,115.6075,0.14744000000000002,1.1441,1.3007,0.008915000000000001,1245.51,2408.98682,465.94,180.58676,469.21231,2419.7,3967.73022,9547.33105,290.23,39.7,173.1,0.25336456,2490.0
2017-06-30,121.9012,112.5553,107.102,115.3621,0.1475,1.1426,1.3025,0.008901000000000001,1241.61,2412.05762,465.09,178.31268,471.89648,2423.41,3928.21753,9512.38574,267.8,38.902515,174.5,0.2445,2420.0
2017-07-03,121.6776,112.0647,107.1023,115.1847,0.14736,1.1364,1.294,0.00882,1220.2,2389.13794,466.16,176.8589,470.95667,2429.01,3965.64868,9558.49512,276.5,46.201508000000004,182.0,0.25323802,2560.0
2017-07-04,121.9779,112.072,107.1132,115.287,0.14706,1.1346,1.2919999999999998,0.008828,1223.42,2382.51807,465.41,176.9955,468.00436,,3949.54639,9510.69141,265.9,52.532364,180.01,0.2451,2562.0
2017-07-05,122.0163,112.2579,106.9856,115.3334,0.14729,1.1352,1.2934,0.008829,1227.04,2383.19092,465.88,177.35255,472.39456,2432.54,3943.82129,9520.41309,265.22012,53.2208,205.23448,0.25207725,2600.8152
2017-07-06,121.156,111.9278,106.8371,114.2989,0.14729,1.1423,1.2971,0.008832,1225.22,2374.59497,463.25,176.4545,473.00949,2409.75,3953.67261,9515.71875,264.85284,51.13,208.60655,0.24880013,2595.5017
2017-07-07,121.3979,111.7277,106.8798,114.2898,0.14706,1.1401,1.289,0.008779,1212.46,2374.30151,463.96,174.73994,473.66083,2425.18,3951.54858,9473.13086,233.60594,45.0,187.97212,0.22800002,2446.2
2017-07-10,121.6745,111.8535,106.8695,114.5349,0.14716,1.1399,1.2881,0.008768999999999999,1214.36,2386.44775,465.16,175.90207,472.82135,2427.43,3963.5971700000014,9491.125,204.06134,44.1603,172.05,0.18999998,2305.7224
2017-07-11,121.4857,112.0191,106.8592,114.3375,0.14727,1.1467,1.2848,0.008777,1217.72,2369.85327,465.31,177.23106,471.59662,2425.53,3963.36523,9418.00879,191.61393999999999,43.449535,161.98,0.17630044,2309.0447
2017-07-12,121.7739,112.4133,106.9445,114.8822,0.14744000000000002,1.1412,1.2885,0.008836,1220.51,2397.73608,469.62,177.54753,471.71854,2443.25,4014.74414,9567.09766,220.10013999999998,46.9,178.5,0.19,2372.525
2017-07-13,121.494,112.1521,107.0405,114.6838,0.14745999999999998,1.1398,1.2939,0.008827,1217.58,2403.77441,471.06,177.38779,474.51532,2447.83,4018.55127,9580.38867,204.3,44.9997,169.18562,0.19118008,2337.0024
2017-07-14,121.1133,112.358,107.1046,114.6523,0.14794000000000002,1.147,1.3098,0.008886,1228.7,2439.77002,473.78,178.69136,476.50565,2459.27,4040.37476,9650.93457,195.0,42.1,159.821,0.18,2198.3186
2017-07-17,121.6836,112.4847,107.1048,114.7874,0.14804,1.1478,1.3055,0.008879000000000001,1234.11,2431.6626,474.13,,469.1972,2459.14,4033.95679,9669.79395,186.90007,42.5073,150.0,0.168542,2195.1765
2017-07-18,122.4065,112.9914,107.1477,115.0451,0.14826,1.1554,1.304,0.008924,1242.47,2454.38135,474.44,178.49094,472.64526,2460.61,4022.0498,9641.28125,223.0,43.1099,154.457,0.17880002,2285.0
2017-07-19,122.6978,112.9283,107.1266,115.2813,0.14814000000000002,1.1515,1.3022,0.008931999999999999,1241.25,2455.01001,476.72,179.23778,478.87595,2473.83,4032.67261,9686.19141,192.0,40.251,156.0,0.16399999999999998,2248.7
2017-07-20,122.4373,112.9855,107.1268,115.2606,0.14822000000000002,1.1631,1.2973,0.008936,1244.49,2471.41357,477.7,180.28091,481.20551,2473.45,4071.65649,9717.00879,221.4,44.7001,187.89,0.1935,2839.0
2017-07-21,122.89,113.2538,107.191,115.6433,0.14824,1.1663,1.2997,0.008998,1254.98,2468.67725,476.77,180.94841,480.00681,2472.54,4026.76489,9673.13184,219.63779,45.8,187.82,0.18655,2696.0
2017-07-24,122.7901,113.0898,107.2126,115.6899,0.14841,1.1642,1.3028,0.009001,1255.3,2458.20166,476.13,179.62117,481.59161,2469.91,4018.79932,9610.23145,226.78864,45.139786,206.0,0.19197999999999998,2767.1
2017-07-25,122.1045,112.376,107.2021,114.9962,0.14812,1.1647,1.3025,0.008937,1250.06,2462.30225,477.24,178.74597,480.56076,2477.13,4047.71606,9693.51855,198.7898,41.427364000000004,192.9,0.17199999,2547.0576
2017-07-26,122.326,112.762,107.0957,115.076,0.14836,1.1734,1.3122,0.008995,1260.53,2459.95923,477.55,178.77985,481.2226,2477.83,4059.20654,9723.04199,201.222,41.77203,187.79156,0.17258278,2502.0
2017-07-27,122.8011,112.5095,107.1812,115.3794,0.14842,1.1677,1.3066,0.008988,1259.15,2484.4436,478.25,180.37766,482.67899000000006,2475.42,4074.39844,9726.52539,205.0,42.15,196.67216000000002,0.1749,2685.0
2017-07-28,122.5172,112.7662,107.1601,115.2467,0.14852,1.1751,1.3136,0.009035,1269.64,2469.08545,477.25,180.07796000000005,483.49432,2472.1,4071.46191,9668.77539,191.2,39.938786,183.57672,0.16219979999999998,2786.0
2017-07-31,122.2688,112.7834,107.1176,115.1478,0.14877,1.1842,1.3215,0.00907,1269.44,2479.06982,477.58,180.46536,486.7390400000001,2470.3,4074.03906,9723.66797,198.10041999999999,42.48,175.04027,0.1645,2848.8918
2017-08-01,122.5138,113.1413,107.1072,115.788,0.14878,1.1802,1.3203,0.00906,1268.76,2496.20264,479.73,181.22769,489.9613,2476.35,4105.05908,9806.65527,224.36,43.3,182.35513,0.17809987,2707.0
2017-08-02,122.2539,113.0177,107.1501,115.8346,0.14885,1.1856,1.3223,0.009031,1266.65,2518.02173,479.76,181.83501,489.05881,2477.57,4105.521,9811.25098,218.5,42.11,182.0,0.1735,2691.929
2017-08-03,123.1663,113.5178,107.1929,116.107,0.14879,1.187,1.3138,0.009087,1268.6,2517.28442,479.11,181.78671,487.0575,2472.16,4114.23438,9818.11035,225.0,42.669990000000006,187.71309,0.17579004,2808.0
2017-08-04,123.0776,113.051,107.2679,116.0406,0.14886,1.1773,1.304,0.009034,1258.88,2501.21582,479.07,180.05893,485.45761,2476.83,4122.609860000001,9790.7627,221.3,42.913235,186.5,0.173577,2860.0
2017-08-07,123.3364,113.1384,107.236,116.1326,0.14887,1.1795,1.3035,0.00903,1257.85,2502.80469,480.35,181.10791,488.15973,2480.91,4132.98779,9809.59863,267.5,45.851276,195.0,0.1794,3390.4326
2017-08-08,123.2475,113.0149,107.2042,115.9644,0.14919000000000002,1.1752,1.2992,0.009064,1260.96,2495.3374,479.45,180.97574,489.53223,2474.92,4131.56836,9791.97168,295.1,48.763092,203.0,0.19303,3438.67
2017-08-09,123.8092,113.2732,107.2898,116.5547,0.14969000000000002,1.1759,1.3004,0.009086,1277.3,2489.72803,477.89,179.54076,490.28183,2474.02,4073.34766,9742.22949,290.99,47.37,198.34685,0.1825,3292.002
2017-08-10,124.0584,113.7748,107.3541,116.6813,0.15032,1.1772,1.2977,0.009156999999999998,1286.53,2478.48145,472.58,180.50998,490.23071,2438.21,4036.81299,9590.66406,301.8,47.552944000000004,201.75,0.18,3436.99
2017-08-11,124.2614,113.8934,107.3543,117.0709,0.15014,1.1821,1.3014,0.009158,1289.31,2456.13184,471.33,,481.74136,2441.32,4026.6345200000014,9513.91309,306.93,47.28,206.82471999999999,0.17880002,3660.0
2017-08-14,124.0539,113.5252,107.3865,116.7746,0.14991,1.178,1.2964,0.009121,1282.15,2490.13916,475.1,178.50252,485.67441,2465.84,4069.36328,9546.82031,296.20013,45.315044,198.24998,0.16799885,4240.4517
2017-08-15,123.9757,113.149,107.4402,116.4909,0.14975,1.1735,1.2869,0.009036,1271.53,2477.23462,474.32,178.82771,486.91269000000005,2464.61,4063.24365,9500.06152,284.4,43.331140000000005,202.1,0.15699977,4170.0
2017-08-16,123.734,113.4379,107.5046,116.4126,0.14978,1.1767,1.2891,0.009075,1283.11,2480.51978,475.75,178.15857,485.7048,2468.11,4077.6438,9549.21387,299.999,44.0,229.0,0.15827699,4326.0
2017-08-17,123.8545,113.9001,107.4511,116.5163,0.14986,1.1723,1.2868,0.009127,1288.15,2483.76147,472.1,179.47377,490.04889,2430.01,4064.69897,9513.36035,301.1,43.984646000000005,240.74372999999997,0.15929852,4314.6320000000005
2017-08-18,124.0336,113.8562,107.5584,116.8594,0.15001,1.1761,1.287,0.009156999999999998,1284.13,2457.7146,470.63,177.89319,490.2988,2425.55,4048.74072,9421.56836,292.5696,44.6,223.2,0.15630914,4086.1382
2017-08-21,124.1427,113.9647,107.5692,116.9178,0.15018,1.1815,1.29,0.009176,1291.88,2471.972660000001,471.23,178.21292,493.53683,2428.37,4047.98193,9447.20996,318.65866,48.699,278.189,0.19799,4010.0
2017-08-22,124.0292,113.6671,107.5157,116.9076,0.15006,1.1762,1.2824,0.009127,1285.08,2466.557860000001,474.48,177.08606,493.93893,2452.51,4065.15601,9478.1543,310.27402,46.0,284.0,0.23498997,3984.0
2017-08-23,124.3846,114.1611,107.548,117.2066,0.15007,1.1807,1.28,0.009171,1290.96,2463.56494,473.99,178.0218,493.76062,2444.04,4057.92725,9442.40918,315.13495,51.6831,293.15012,0.26299995,4135.0
2017-08-24,124.306,113.9135,107.6876,117.1274,0.15024,1.1799,1.2801,0.009128,1286.4,2463.22339,473.81,177.03778,491.48367,2438.97,4066.15918,9477.33301,324.72964,50.11,302.5,0.21890712,4330.0
2017-08-25,124.3919,114.1441,107.8059,117.1056,0.15045,1.1924,1.2882,0.009144,1291.35,2467.31323,475.02,178.12114,501.41052,2443.05,4087.4043,9535.30078,330.0,51.020042,315.14178,0.21791308,4369.47
2017-08-28,124.3955,114.2733,107.8598,117.3019,0.1511,1.1979,1.2933,0.009152,1310.13,2485.27539,475.37,178.11264,507.70038,2444.24,4097.3676799999985,,346.8009,62.0007,353.225,0.2267,4376.6
2017-08-29,124.9885,114.5969,107.9136,117.6023,0.15127000000000002,1.1972,1.2918,0.009112,1309.23,2486.36279,474.91,177.3777,509.45819000000006,2446.3,4071.28516,9485.0957,374.00006,62.475,357.2,0.21800001,4605.0
2017-08-30,124.3895,114.491,107.8167,117.3497,0.1515,1.1884,1.2925,0.009071,1308.6,2486.50757,475.79,176.86591,509.87207,2457.59,4051.7763700000014,9525.49121,385.89987,63.71,367.9028,0.22899999999999998,4573.5474
2017-08-31,124.6049,114.7437,107.8168,117.2819,0.1516,1.1909999999999998,1.293,0.009093,1321.43,2500.65356,478.41,178.35896,509.55334000000005,2471.65,4065.04858,9581.04102,386.59995,72.5,381.0,0.25770396,4719.0
2017-09-01,124.2789,114.3303,107.9245,117.0878,0.15245,1.186,1.2951,0.00907,1325.23,2490.74927,479.9,178.55885,513.2803299999998,2476.55,4083.75293,9638.06445,388.00006,85.001,394.723,0.253,4859.514
2017-09-04,124.3413,114.3371,107.946,117.1693,0.15315,1.1896,1.2931,0.009116,1333.87,2490.94751,478.95,177.83273,517.68988,,4077.90332,9574.87793,301.0,68.4,322.72897,0.20700002,4243.0
2017-09-05,124.7569,115.3083,107.9137,117.4692,0.15298,1.1914,1.3033,0.00919,1339.71,2479.52588,477.16,178.26031,517.7963900000002,2457.85,4071.84961,9598.06738,320.6,73.3901,329.001,0.215,4444.0
2017-09-06,124.9141,114.9122,107.9353,117.4012,0.15311,1.1917,1.3043,0.009156,1334.22,2495.99902,478.04,177.36824,518.53955,2465.54,4095.49316,9595.66895,334.5,81.46403000000001,348.04962,0.22850001,4585.2295
2017-09-07,125.2375,115.5382,107.9137,117.8521,0.15415,1.2023,1.3101,0.009221,1349.22,2521.88623,479.57,178.76978,518.6944599999998,2465.1,4133.39941,9668.59277,336.04498,80.8113,345.98,0.22699998,4619.0
2017-09-08,125.0035,115.441,108.1076,117.6795,0.15394000000000002,1.2036,1.32,0.009273,1346.59,2538.4841300000007,479.61,178.68563999999995,518.9832200000002,2461.43,4146.19189,9729.5791,306.49,72.5,325.6491,0.210227,4299.331
2017-09-11,124.4398,114.6732,107.9888,117.4959,0.15312,1.1953,1.3163,0.009141,1327.54,2547.44336,483.79,179.17105,517.2764900000002,2488.11,4183.74219,9770.37012,296.63,68.41199,319.17862,0.21787779999999998,4213.2104
2017-09-12,123.2499,114.3114,107.7625,116.7621,0.15316,1.1967,1.3283,0.009077,1331.81,2543.05859,485.3,179.72211,517.6039400000002,2496.48,4202.07568,9823.67578,295.33505,67.12,326.0307,0.2103,4163.0
2017-09-13,123.2075,114.0227,107.7733,116.6379,0.15277000000000002,1.1885,1.3211,0.009051,1322.37,2515.58789,484.83,179.50502,516.7977900000002,2498.37,4185.84277,9742.67969,279.6,62.668,303.7246,0.20044445,3930.8779999999997
2017-09-14,122.4151,114.0703,107.6014,116.4685,0.15284,1.1919,1.3399,0.009071,1329.74,2524.26855,484.14,178.86436,514.6037,2495.62,4190.86865,9766.33887,229.01007,47.2,246.83777,0.17529997,3300.0
2017-09-15,121.3691,114.006,107.7196,116.1861,0.15285,1.1945,1.3594,0.009023,1320.18,2538.73047,485.18,179.67241,512.69171,2500.23,4199.32471,9792.83594,260.01,52.45,294.64777000000004,0.18657328,3745.3367
2017-09-18,121.3962,113.7389,107.7197,115.9952,0.15232,1.1954,1.3495,0.008962999999999999,1307.44,2528.20605,486.36,,511.95978,2503.87,4208.81152,9780.32227,293.7338,56.09001,333.59146,0.19220261,4058.0
2017-09-19,121.2761,113.6043,107.6124,116.0984,0.15227000000000002,1.1994,1.3503,0.008961,1311.15,2524.26294,487.37,181.64993,510.6709,2506.65,4228.234860000001,9813.58496,282.40106000000003,53.0492,324.8128,0.1848018,3915.211
2017-09-20,121.2354,113.3691,107.6554,116.2923,0.15202000000000002,1.1892,1.3495,0.008912999999999999,1301.1,2528.53467,488.06,182.33647,512.37494,2508.24,4232.07031,9876.7627,287.65598,52.899981999999994,350.0,0.18440017,3949.0
2017-09-21,120.6315,113.2755,107.6447,116.1124,0.15237,1.1941,1.358,0.008891,1291.2,2508.43604,486.05,180.9791,511.40942,2500.6,4223.79297,9860.01758,258.0,46.822613,331.2438,0.17180197,3616.0
2017-09-22,120.9279,113.5041,107.7415,116.1025,0.15186,1.1951,1.3504,0.008929000000000001,1297.3,2511.62744,486.66,181.0405,509.5029,2502.22,4230.2260700000015,9891.2959,259.85233,47.639922999999996,342.0269,0.17099378,3598.0
2017-09-25,121.2254,113.9258,107.72,116.7279,0.15123,1.1848,1.3466,0.008951,1310.78,2501.79419,484.75,182.82317,505.13962,2496.66,4190.53613,9823.15527,295.0,52.2999,347.62,0.18597979999999997,3930.0
2017-09-26,121.2073,113.8009,107.6986,116.5583,0.15087,1.1793,1.3458,0.00891,1293.98,2500.41138,483.07,181.06688,504.5014,2496.84,4166.5629899999985,9786.20605,288.5,52.5,344.0,0.19206782,3889.89
2017-09-27,120.7498,113.0911,107.4626,116.0035,0.15073,1.1745,1.3387,0.008863,1282.78,2477.08667,484.01,179.86377,504.36813,2507.04,4178.03564,9802.29785,309.15506,56.539997,352.5,0.20985217,4206.0
2017-09-28,120.7207,113.008,107.2274,115.7568,0.1504,1.1786,1.3442,0.008901000000000001,1287.3,2483.11279,484.63,181.08591,502.22446,2510.06,4199.39355,9841.1377,301.89502000000005,55.0,343.0,0.20248619,4176.2817
2017-09-29,120.9724,112.815,107.2917,115.9273,0.15075,1.1814,1.3398,0.008887,1279.75,2508.90479,486.88,180.75191,504.74658,2519.36,4243.00146,9875.8125,292.5,53.02324,326.0488,0.19699999999999998,4161.846
2017-10-02,121.27,112.7424,107.1744,116.1095,0.15008,1.1733,1.3276,0.008868000000000001,1271.13,2494.3894,487.83,181.03452,,2529.12,4230.63867,9873.57227,296.3,53.338573,306.20206,0.20400003,4374.0
2017-10-03,120.9811,112.8995,107.2067,115.9866,0.15036,1.1744,1.3237,0.008862,1271.66,2501.36743,489.63,182.70026,,2534.58,4237.81445,9893.75195,291.01,51.98855,294.94614,0.20175892,4300.0
2017-10-04,121.0757,112.9267,107.3563,116.1237,0.15073,1.1759,1.3248,0.008869,1274.85,2497.02612,490.16,182.82805,,2537.74,4228.69287,9911.71875,292.67337000000003,51.52855,302.0,0.212,4224.831
2017-10-05,120.7426,112.724,107.4314,116.0008,0.15057,1.1711,1.3119,0.008864,1268.22,2482.75293,491.33,182.94218,,2552.07,4231.09375,9860.99414,296.75256,51.88,308.3811,0.23888792,4361.0
2017-10-06,120.9269,112.5219,107.3459,115.9797,0.15064,1.173,1.3066,0.008877,1276.68,2467.25708,490.89,183.57475,,2549.33,4224.53223,9821.10645,305.2789,51.927868,305.0,0.23506308,4352.0
2017-10-09,121.1116,112.5292,107.3461,116.162,0.15104,1.1740000000000002,1.3142,0.008874,1284.05,2477.20557,490.56,,510.11777,2544.73,4242.3374,9869.12109,296.818,50.12401,285.90384,0.24536783,4750.0
2017-10-10,120.9246,112.7258,107.3677,116.2201,0.15197,1.1808,1.3203,0.008893,1288.03,2494.5769,493.0,185.59277,513.99133,2550.64,4247.29199,9958.05469,299.0,50.6,290.68555,0.25799644,4783.5
2017-10-11,120.682,112.8429,107.293,116.0178,0.15214,1.1859,1.3223,0.008889,1291.72,2510.03711,493.89,185.74338,514.97589,2555.24,4273.31396,9952.91602,303.0,50.753184999999995,300.0,0.26232103,4821.0
2017-10-12,120.7876,113.0603,107.2825,116.155,0.152,1.183,1.3262,0.008906,1293.72,2523.26929,493.92,186.52946,515.52155,2550.93,4267.1567399999985,10009.75098,304.1,56.78,293.42188,0.2525018,5313.1157
2017-10-13,120.8258,113.4994,107.2934,116.5646,0.15215,1.182,1.3285,0.008942,1303.82,2522.49805,495.09,189.08813,516.1556400000002,2553.17,4263.1010700000015,10020.62793,339.73004,58.751743000000005,310.7,0.25799897,5641.37
2017-10-16,121.1229,113.295,107.2936,116.8965,0.15178,1.1796,1.3251,0.008912999999999999,1295.79,2530.32959,495.8,190.18933,512.95416,2557.64,4259.365720000002,9999.58008,335.6,63.85,303.5,0.26,5720.0
2017-10-17,121.8514,113.282,107.251,117.0007,0.15155,1.1766,1.319,0.008912999999999999,1285.12,2509.72095,494.93,190.026,511.06244,2559.36,4237.68652,9905.56055,310.11725,59.062380000000005,299.12006,0.22499996,5566.0
2017-10-18,121.5489,112.9479,107.2405,116.7047,0.15136,1.1787,1.3205,0.008855,1281.08,2536.02026,495.66,189.27129,512.09821,2561.26,4266.48145,9949.7998,311.55725,60.5955,297.0,0.21611308,5578.5864
2017-10-19,121.9736,113.1154,107.2407,116.7402,0.15154,1.1852,1.3159,0.008886,1290.13,2524.4292,495.75,190.55188,510.82562,2562.1,4263.06152,9901.8252,308.1,59.7498,294.85483,0.21429520000000002,5709.0
2017-10-20,121.3187,112.5027,107.1876,116.0594,0.1511,1.1784,1.319,0.008808,1280.47,2500.50586,496.39,189.2375,510.82504000000006,2575.21,4248.23828,9924.64453,303.0,60.42919499999999,288.722,0.20700079,5996.2197
2017-10-23,121.5608,112.6394,107.2198,116.2079,0.15098,1.1749,1.3198,0.008816,1282.27,2474.08423,495.01,190.82365,510.5408,2564.98,4238.6176799999985,9932.27441,283.1254,54.28507,280.51218,0.1915,5870.1606
2017-10-24,121.0449,112.2093,107.2307,115.746,0.15075999999999998,1.1761,1.3134,0.008779,1276.58,2464.44043,495.16,191.49179,511.18674,2569.13,4247.615720000002,9884.60547,295.5,55.925774,293.0,0.2064933,5490.0
2017-10-25,120.3868,112.009,107.2309,115.6913,0.1506,1.1813,1.3262,0.008792,1277.53,2455.92261,493.5,191.07138,512.0437,2557.15,4242.5918,9865.31934,297.07083,55.278763,285.3239,0.20219864,5668.0
2017-10-26,120.4474,111.8191,107.2418,116.1438,0.1505,1.1651,1.3161,0.008772,1266.99,2448.87427,493.66,191.13574,513.25739,2560.4,4248.97705,9864.21191,295.9998,55.6,286.03104,0.20100047,5884.665
2017-10-27,120.9899,112.1819,107.2206,116.667,0.15056,1.1608,1.3128,0.008797,1273.35,2451.13428,495.69,193.09045,513.98425,2581.07,4232.93457,9839.84473,295.8418,54.864388,279.9999,0.2006496,5777.2617
2017-10-30,121.2875,112.6954,107.2422,116.8508,0.15075,1.1651,1.3208,0.008836,1276.29,2471.86353,495.96,194.53531,510.90839000000005,2572.83,4259.1152299999985,9879.41699,304.84,55.6126,284.59586,0.20103303,6107.2207
