,UK_B,US_B,JP_B,GE_B,CNY_FX,EUR_FX,GBP_FX,JPY_FX,GOLDS_C,EPRA_X,MXWD_X,NKY_X,SHCOMP_X,SPX_X,SX5E_X,UKX_X,ETH,LTC,DASH,XRP,BTC
2022-02-18,123.7964,123.5738,105.4942,118.5609,0.15809,1.1322,1.3589,0.008692,1898.43,2627.37207,703.34,235.70062,551.84601,4348.87,4612.8999,10205.75,2792.3038477186237,115.08658987603158,105.74543982707128,0.7877906414879072,40073.495362369824
2022-02-19,,,,,,,,,,,,,,,,,2768.9716520348597,115.85118250450698,102.57823670588111,0.8251095338668498,40192.75912143141
2022-02-20,,,,,,,,,,,,,,,,,2632.49139911745,110.82828323104538,98.99080324561646,0.7782770648932236,38514.00853622455
2022-02-21,123.602,123.5804,105.6251,118.2974,0.15785,1.1311,1.3602,0.008716,1906.29,2585.83228,700.9,234.39482,550.97815,,4518.20068,10190.66406,2574.513383778016,103.5897784100841,87.29982857399453,0.7055393424691266,37059.979402287514
2022-02-22,122.8626,123.6193,105.8388,117.5665,0.15807000000000002,1.1325,1.3585,0.00869,1898.64,2602.53564,694.57,230.13669,546.45477,4304.76,4517.13184,10187.62891,2644.153655546016,107.56703893150554,93.5331686905412,0.7259376269724716,38337.2038554348
2022-02-23,122.8606,122.877,105.8393,118.2757,0.15837,1.1307,1.3544,0.008694,1909.01,2585.69702,686.23,,552.5609099999998,4225.5,4494.72119,10160.78418,2594.700959110155,105.96884784175116,88.70541580811027,0.7016957279611102,37372.2926803477
2022-02-24,123.1413,123.1521,105.9121,118.9419,0.158,1.1192,1.338,0.008655,1903.89,2491.34644,681.96,225.16751,541.92566,4288.7,4276.16797,9634.8252,2599.9335696870216,104.24189763905723,87.95978626512581,0.6976871071064188,38363.345488570165
2022-02-25,123.1279,123.1254,105.7024,118.2128,0.15829,1.1268,1.3409,0.008657,1889.34,2613.5661600000008,698.53,228.73866,546.34198,4384.65,4463.45264,10023.89355,2771.890509646429,109.51857185862303,92.86796692176537,0.7712477777385272,39316.16207578596
2022-02-26,,,,,,,,,,,,,,,,,2785.3389569017427,108.13802120582118,93.49207237354018,0.7517707837988913,39090.202153609054
2022-02-27,,,,,,,,,,,,,,,,,2629.48312082149,103.11211763732136,88.40901171707422,0.7210985760953721,37803.59016044929
2022-02-28,123.7257,124.6467,105.9382,118.9432,0.1585,1.1219,1.342,0.008697,1908.99,2618.83252,698.02,230.44757,548.771,4373.94,4397.09961,9987.34277,2919.294962425658,113.47425396585597,100.79960095236432,0.7828558999446412,43225.404677435734
2022-03-01,126.7673,125.9263,106.0331,121.2867,0.15843,1.1125,1.3325,0.008702,1945.28,2541.55029,688.59,233.75757,552.73926,4306.26,4183.48291,9758.69531,2977.276039756805,112.6837678529158,99.96422866672317,0.7872744283758254,44459.59162774341
2022-03-02,125.3985,123.8314,106.489,120.4109,0.1582,1.1119,1.3406,0.008657,1928.72,2569.05664,694.98,228.31342,551.19153,4386.54,4242.00098,9925.14941,2953.315776286441,110.3622380616775,101.37596486514653,0.7682135605580057,43980.707382090906
2022-03-03,124.8768,124.4661,106.0721,120.376,0.15822,1.1066,1.3348,0.008661,1935.95,2510.6767600000007,690.75,229.98676,550.77417,4363.49,4135.0410200000015,9652.28223,2836.9063366005576,111.39174142779679,96.83622671811956,0.7531647576655045,42491.97839335905
2022-03-04,126.2154,125.8339,106.2523,121.5093,0.15824000000000002,1.0928,1.3230000000000002,0.008709,1970.7,2412.5153800000007,679.32,226.41344,545.55725,4328.87,3885.29663,9242.58887,2619.356137634489,101.141078975511,89.62139141346199,0.7131881596552319,39200.29973557414
2022-03-05,,,,,,,,,,,,,,,,,2668.70597865687,105.03994374119027,89.70294578406,0.75586980723784,39463.14681149058
2022-03-06,,,,,,,,,,,,,,,,,2558.359874049847,101.31526798336485,86.13353218986963,0.7268241819511676,38442.99174588676
2022-03-07,125.1593,125.2966,106.357,120.8117,0.15821,1.0854,1.3104,0.008671,1998.11,2357.40649,660.77,218.55641,533.60358,4201.09,3819.53931,9125.27051,2498.658864965217,98.69385859304428,86.13534023216762,0.7241520832461399,38076.49382252028
2022-03-08,123.6587,124.3809,106.2184,119.512,0.15825999999999998,1.0899,1.3102,0.008646,2050.76,2376.99463,655.47,214.45459,521.23535,4170.7,3835.8388700000014,9146.66211,2576.6271539947625,100.44701677806039,94.7835677914138,0.7206531553362463,38732.93701302586
2022-03-09,122.5986,123.5543,106.1242,118.3012,0.15829,1.1076,1.3181,0.008631,1991.83,2518.42749,672.53,213.46861,515.43884,4277.88,4177.26953,9478.80664,2731.037685293996,106.65033878385805,99.75279798405839,0.7680866721173992,41986.03444607623
2022-03-10,122.4563,122.9484,105.896,117.4146,0.15817,1.0986,1.3086,0.00861,1996.98,2480.92651,671.23,221.2401,521.35205,4259.52,4012.87769,9298.3877,2611.4647225047097,102.62199633188361,104.94276653916879,0.7378000313258812,39468.35477300189
